ADG_CODE,GOOD_NAME,BRAND,CATEGORY
6115,Տղամարդու գուլպա Alex Sport M-5406,Alex,Clothing
8407,MERCEDES BENZ 2005-2010ԹԹ ՇԱՐԺԻՉ՝ ԲԵՆԶԻՆԱՅԻՆ 3 0Լ ԱՇԽԱՏԱՆՔԱՅԻՆ ԾԱՎԱԼՈՎ 6 ՄԽՈՑՈՎ ԻՐ ԿԱԽՈՎԻ ԴԵՏԱԼՆԵՐՈՎ և ՀԱՆԳՈՒՅՑՆԵՐՈՎ ԱՎՏՈՄԱՏ ՓՈԽԱՆՑՄԱՆ ՏՈՒՓԻ ՀԵՏ ՄԻԱՍԻՆ ԼՐԱԿԱԶՄ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ Փ/Ե Ք-500-03-23 ԱՌ 14 12 2023Թ,Mercedes-Benz,Auto Parts
4823,ԹՂԹՅԱ ՏՊԱԳՐՎԱԾ ԲԱԺԱԿՆԵՐ ՄԵԿԱՆԳԱՄՅԱ ՕԳՏԱԳՈՐԾՄԱՆ ՀԱՄԱՐ COCA-COLA ԼՈԳՈՏԻՊՈՎ 48000 ՀԱՏ,Coca-Cola,Beverages
6115,Գուլպաներ Alex Business M-5905 սև 45-46,Alex,Clothing
9619,պամպերս վարտիք 6,Pampers,Clothing
3306,ԱՏԱՄԻ ՄԱԾՈՒԿ ԿՈԼԳԵՅՏ,Unknown,Cosmetics
,Գինի Արտ Արմենիա կարմիր անապակ 0 75լ,Art Armenia,Beverages
3306,Ատամի մածուկ Քոլգեյթ տոտալ 75մլ,Colgate,Cosmetics
4421,նարդի փայտ ARMENIA չեխոլով 19000,Armenia,Other
,Կոնֆետ Գրանդ Քենդի Պանդա,Grand Candy,Food Products
3926,MERCEDES BENZ GLE 2019-2022Թ ԱՎՏՈՄԵՔԵՆԱՅԻ ՋՐԻ ԸՆԴԱՐՁԱԿՄԱՆ ԲԱԿ MERCEDES BENZ A1675009900-4 ՀԱՏ,Mercedes-Benz,Auto Parts
3304,NIVEA կրեմ 250 մլ,Nivea,Cosmetics
405,Կարաq 100q մարիաննա,Marianna,Other
8212,Սարք սափրման GILLETTE mach3 8668,Gillette,Other
9619,Պամպերս Պրեմիում 1 համար 2-5կգ,Pampers,Other
1806,կոնֆետ Լուսիո լուիս կգ Յաշկինո,Yashkino,Food Products
4419,ԽՈՀԱՆՈՑԱՅԻՆ ՓԱՅՏՅԱ ՍՊԱՍՔ 8 ՀԱՏ ZARA HOME,Zara,Household
210,Նրբերշիկ ԳԱՆՁԱՍԱՐ ԾԽԵՑՐԱԾ 350գր,Ganjasar,Food Products
1806,Սուրճ Նեսկաֆե գոլդ ա/տ 95 գ,Nescafe,Beverages
2005,Խավիար Արտֆուդ սմբուկի կծու,Artfood,Food Products
210,ՊԵԼՄԵՆՆԵՐ ԳԱՆՁԱՍԱՐ 0 5,Ganjasar,Other
2005,Բամիա մարինացված Royal,Royal,Other
3005,Бинт эластичный LV ленточный с р код 9512 12см,Unknown,Other
1905,Թխվածքաբլիթ Մանկիկ Դարոինք 105գր,Daroink,Food Products
4202,ԱՂՋԻԿՆԵՐԻ ԹԻԿՆԱՊԱՅՈՒՍԱԿ ԵՐԵՍԱՄԱՍԸ ԱՅԼ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻՑ ZARA,Zara,Clothing
1905,Թխվածքաբլիթ Կաթնային Դարոինք,Daroink,Food Products
1905,Թխ Milka կաթն շոկոլադո,Milka,Food Products
8536,վիկլուչատել 1տ առանց պանել սպիտակ,Unknown,Other
56.1,Գինի Արմենիա կարմիր կիսաքաղցր կարմիր չոր շիշ,Unknown,Beverages
7323,ԽՈՀԱՆՈՑԱՅԻՆ ՊԱՐԱԳԱՆԵՐ ՍԵՎ ՄԵՏԱՂՆԵՐԻՑ 4 ՀԱՏ ZARA HOME,Zara,Other
3307,Հոտազերծիչ-ստիկ Նիվեա տղամարդու Ուլտրա 48ժ 50գ,Nivea,Cosmetics
1806,Կոնֆետներ Կառալետկա կգ Ռոշեն,Roshen,Food Products
3926,Բեյջ Attache 99x78 1345356,Unknown,Other
6115,Ուգագուլպա Ալեքս BT2-306 80-86,Alex,Clothing
1905,Խմորեղեն լիստ տուփով Արարատ,Unknown,Other
3306,Ա/Մ Colgate maxwhite 50մլ cristal mint,Colgate,Other
8212,ЖИЛЕТ БЛЮ 8,Unknown,Other
4015,Սպորտ վերխ կապիշոն,Unknown,Clothing
714,Չիպս Ապաչի hավի թևիկներ 80գր,Apache,Other
3402,Գել Նիվեա 200մլ սափրվելու համար,Nivea,Cosmetics
3307,Գել լոգանքի Նիվեա տղամարդու արծաթե պաշտպանություն,Nivea,Cosmetics
401,Մարիաննա Կաթ Ուլտրա 0 5լ,Marianna,Food Products
6910,լվացարան F-2604 սպիտակ ոտքով BESILE 61սմ,Unknown,Other
6103,Tabat sport 4200,Unknown,Other
4803,ՊԱՄՊԵՐՍ ՏԱԿԴԻՐ 4,Pampers,Household
8481,ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՋՐԻ ՋԵՐՄԱՍՏԻՃԱՆԻ ԿԱՐԳԱՎՈՐՄԱՆ ՓԱԿԱՆ ՆԱԽԱՏԵՍՎԱԾ MERCEDES BENZ - 10 ՀԱՏ AUTOSTAR GERMANY ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ /ՆՈՒՅՆԱԿԱՆԱՑՄԱՆ ՀԱՄԱՐ 2722000115/,Mercedes-Benz,Auto Parts
210,Նրբերշիկ Նյու Յորկ Աթենք 300գ,Athenk,Food Products
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE65CU7100UXRU 65 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 09AX3K6WA00565B_x000D_ 09AX3K6WA00246P_x000D_ 09AX3K6WA00573Z_x000D_ 09AX3K6WA00227D_x000D_ 09AX3K6WA00528J_x000D_ 09AX3K6WA00525T_x000D_ 09AX3K6WA00211R_x000D_ 09AX3K6WA00215L_x000D_ 09AX3K6WA00537X_x000D_ 09AX3K6WA00526F_x000D_ 09AX3K6WA00534H_x000D_ 09AX3K6WA00576V_x000D_ 09AX3K6WA00575P_x000D_ 09AX3K6WA00571T_x000D_ 09AX3K6WA00483Z_x000D_ 09AX3K6WA00533K_x000D_ 09AX3K6WA00523W_x000D_ 09AX3K6WA00222N_x000D_ 09AX3K6WA00245J_x000D_ 09AX3K6WA00524X_x000D_ 09AX3K6WA00236B_x000D_ 09AX3K6WA00226M_x000D_ 09AX3K6WA00252A_x000D_ 09AX3K6WA00251H_x000D_ 09AX3K6WA00248N_x000D_ 09AX3K6WA00244Z_x000D_ 09AX3K6WA00242T_x000D_ 09AX3K6WA00239M_x000D_ 09AX3K6WA00238Y_x000D_ 09AX3K6WA00234V_x000D_ 09AX3K6WA00232J_x000D_ 09AX3K6WA00231Z_x000D_ 09AX3K6WA00228L_x000D_ 09AX3K6WA00221V_x000D_ 09AX3K6WA00230F_x000D_ 09AX3K6WA00233P_x000D_ 09AX3K6WA00214D_x000D_ 09AX3K6WA00536W_x000D_ 09AX3K6WA00218H_x000D_ 09AX3K6WA00538T_x000D_ 09AX3K6WA00240W_x000D_ 09AX3K6WA00243F_x000D_ 09AX3K6WA00539F_x000D_ 09AX3K6WA00542M_x000D_ 09AX3K6WA00530D_x000D_ 09AX3K6WA00212Y_x000D_ 09AX3K6WA00520K_x000D_ 09AX3K6WA00516P_x000D_ 09AX3K6WA00568M_x000D_ 09AX3K6WA00224R_x000D_ 09AX3K6WA00535A_x000D_ 09AX3K6WA00527Z_x000D_ 09AX3K6WA00531L_x000D_ 09AX3K6WA00540R_x000D_ 09AX3K6WA00223B_x000D_ 09AX3K6WA00225Y_x000D_ 09AX3K6WA00569D_x000D_ 09AX3K6WA00235N_x000D_ 09AX3K6WA00518N_x000D_ 09AX3K6WA00545E_x000D_ 09AX3K6WA00522A_x000D_ 09AX3K6WA00249B_x000D_ 09AX3K6WA00572F_x000D_ 09AX3K6WA00229E,Samsung,Electronics
8708,MERCEDES BENZ S CLASS 2006Թ ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԱՆՎԱԹԵՎԻ ՊԼԱՍՏՄԱՍԵ ԿԵՂՏԱՊԱՇՏՊԱՆԻՉՆԵՐ 26 ՀԱՏ ԱՌԱՆՑ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ԱՐՏ C2216903430,Mercedes-Benz,Auto Parts
1806,Շոկոլադե կոնֆետներ Kinder Schoko-Bons 125գ,Unknown,Food Products
1806,Ձվիկ շոկոլադե Քինդեր Ջոյ 20գ,Unknown,Food Products
901,Սուրճ Նեսկաֆե կլասիկ կրեմա ա/տ 190գ,Nescafe,Beverages
3307,Հոտազերծիչ Nivea Կան անտեսանելի պարզ 50մլ,Nivea,Cosmetics
403,Յոգուրտ ըմպելի Մարիաննա 270 գ,Marianna,Food Products
,23141 Պիլմենի գանձասար 450գ,Ganjasar,Other
1601,Նրբ Ծխեցրած-հավով Աթենք վակուում հտ,Athenk,Other
1806,ԱՄԱՆՈՐՅԱ ՏՈՊՐԱԿ APACHE,Apache,Other
6115,Զուգագուլպա Alex BTT1-BT2 -306,Alex,Clothing
1806,Կոնֆ հավաքածու Ռոշեն Ասորտի կլասիկ 154գ,Roshen,Other
2202,Զովացուցիչ ըմպելիք Coca-Cola 1լ բալ,Coca-Cola,Beverages
6402,114423-99 41 տղ սպորտ կոշիկ սև չափ 41,Unknown,Clothing
6115,Գուլպա Ալեքս Տեքստիլ տղ M-5601,Alex,Clothing
1905,Արջուկ Դարոյնք DENY,Daroink,Other
2009,Բնական Հյութ Արտֆուդ լոլիկի ա/տ 1լ,Artfood,Beverages
1601,Նրբերշիկ Գանձասար աղիքով 285գ,Ganjasar,Food Products
1905,դարոնիկ գիշեր,Unknown,Other
,Զուգագուլպա Alex Classica 40 Natural 3/M,Alex,Clothing
,Սափրիչ Gillette Venus Breeze 1հատ,Gillette,Cosmetics
1806,ԿԻնդեռ դելիս,Unknown,Other
1601,Աթենք Կաթնային նրբերշիկ կգ,Athenk,Food Products
6115,Զուգագուլպա Alex classica 20den moka4,Alex,Clothing
4601,Սպունq լոqանքի M/J sport,Unknown,Other
1105,Կրեկեր Ապաչի մաքս պանիր 95գր,Apache,Food Products
1601,Աթենք ՊԱՊՐԻԿԱՆԱ խոզապուխտ,Athenk,Other
403,Բիոյոգուրտ Բիֆիդո Մարիաննա 0 27 գ,Marianna,Food Products
2204,ԳԻՆԻ ԱՐՏ ԱՐՄԵՆԻԱ սպիտակ կիսաքաղցր 0 75մլ,Art Armenia,Beverages
2204,Գինի Արմենիա կիսաքաղցր 0 75լ,Unknown,Beverages
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65Q80CAUXRU 65 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 099R3K1X100005Y_x000D_ 099R3K1X100006D_x000D_ 099R3K1X100007E_x000D_ 099R3K1X100008H_x000D_ 099R3K1X100009W_x000D_ 099R3K1X100010L_x000D_ 099R3K1X100011K_x000D_ 099R3K1X100015J_x000D_ 099R3K1X100016V_x000D_ 099R3K1X100017B_x000D_ 099R3K1X100019D_x000D_ 099R3K1X100020N_x000D_ 099R3K1X100026X_x000D_ 099R3K1X100043T_x000D_ 099R3K1X100044Z_x000D_ 099R3K1X100045P_x000D_ 099R3K1X100047R_x000D_ 099R3K1X100048M_x000D_ 099R3K1X100049L_x000D_ 099R3K1X100050B,Samsung,Electronics
7318,MERCEDES-BENZ Ա/Մ-Ի ՊՏՈՒՏԱԿՆԵՐ 2 ՀԱՏ N 000000 001457 64,Mercedes-Benz,Auto Parts
6104,8684145708087 Ժիլետ,Gillette,Clothing
406,Պանիր Չանախ Մարիաննա աղաջրային հատ,Marianna,Food Products
2101,Նեսկաֆե Գոլդ/կլասսիկ 2գ,Nescafe,Beverages
2309,Royal Canin Renal with Chicken pouch Կեր 85գ,Royal,Other
8471,ԴՅՈՒՐԱԿԻՐ ՀԱՄԱԿԱՐԳԻՉ ՊԼԱՆՇԵՏ SAMSUNG SM-X716BZAECAU - 358277320895875 358922670895872_x000D_ 358277320895883 358922670895880_x000D_ 358277320895891 358922670895898_x000D_ 358277320895909 358922670895906_x000D_ 358277320895917 358922670895914_x000D_ 358277320895925 358922670895922_x000D_ 358277320895933 358922670895930_x000D_ 358277320895941 358922670895948_x000D_ 358277320895958 358922670895955_x000D_ 358277320895974 358922670895971_x000D_ 358277320895990 358922670895997_x000D_ 358277320896006 358922670896003_x000D_ 358277320896014 358922670896011_x000D_ 358277320896030 358922670896037_x000D_ 358277320896048 358922670896045_x000D_ 358277320896055 358922670896052_x000D_ 358277320896063 358922670896060_x000D_ 358277320896071 358922670896078_x000D_ 358277320896089 358922670896086_x000D_ 358277320896097 358922670896094_x000D_ 358277320896105 358922670896102_x000D_ 358277320896113 358922670896110_x000D_ 358277320896121 358922670896128_x000D_ 358277320896139 358922670896136_x000D_ 358277320896154 358922670896151_x000D_ 358277320896162 358922670896169_x000D_ 358277320896188 358922670896185_x000D_ 358277320896196 358922670896193_x000D_ 358277320896204 358922670896201_x000D_ 358277320896212 358922670896219_x000D_ 358277320896220 358922670896227_x000D_ 358277320896261 358922670896268_x000D_ 358277320896279 358922670896276_x000D_ 358277320896287 358922670896284_x000D_ 358277320896295 358922670896292,Samsung,Electronics
3402,Լվացքի փոշի Savex 5 4կգ 4600,Savax,Household
2202,Գազ Ըմպելիք Coca Cola 0 33լ թ/տ,Coca-Cola,Beverages
1601,Վետչինա Արմենիա,Unknown,Other
1704,Կրուասան Դարոյնք 300գ,Daroink,Other
2001,ԼՈԲԻ չիլի տոմատով ՌՈՅԱԼ 520գ,Royal,Other
3405,Ա/խ Colgate Extra Clean,Colgate,Other
3401,հեղուկ օճառ Roya 450g,Unknown,Cosmetics
1905,Դարոինկ Արջուկ Դենի 250գ,Unknown,Other
2106,Միլկա Մմմակս,Milka,Other
401,Մարիաննա յոգուրտ բադիկ 115գ,Marianna,Food Products
4420,ԴԵԿՈՐԱՏԻՎ ՓԱՅՏՅԱ ԶԱՐԴԱՏՈՒՓ 3 ՀԱՏ ZARA HOME,Zara,Other
,Գուլպա մանկական Ալեքս կապույտ ժապավենով 31-34 Ջ1539,Alex,Clothing
2101,Սուրճ Nescafe Dolce Gusto Nesquik,Nescafe,Beverages
1905,Թխվ-բլիթ Ապաչի 47գ,Apache,Other
1601,Հավի Նրբերշիկ Գանձասար 230 գր,Ganjasar,Food Products
712,Artfood Խնձորի քացախ 430 մլ,Artfood,Other
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE65CU7100UXRU 65 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0P653NGW900001R_x000D_ 0P653NGW900002B_x000D_ 0P653NGW900003N_x000D_ 0P653NGW900004V_x000D_ 0P653NGW900005P_x000D_ 0P653NGW900006J_x000D_ 0P653NGW900007Z_x000D_ 0P653NGW900008F_x000D_ 0P653NGW900010L_x000D_ 0P653NGW900011D_x000D_ 0P653NGW900012M_x000D_ 0P653NGW900016N_x000D_ 0P653NGW900228E_x000D_ 0P653NGW900229L_x000D_ 0P653NGW900231P_x000D_ 0P653NGW900233Z_x000D_ 0P653NGW900234F_x000D_ 0P653NGW900235T_x000D_ 0P653NGW900236X_x000D_ 0P653NGW900237W_x000D_ 0P653NGW900238A_x000D_ 0P653NGW900239H_x000D_ 0P653NGW900240R_x000D_ 0P653NGW900241B,Samsung,Electronics
1601,Երշիկ հումապխտած Կոնյակով մեծ Աթենք հատ,Athenk,Food Products
3401,փոշի սավեքս,Savax,Household
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE32T5300AUXCE 32 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 0LQD3NMY100427K_x000D_ 0LQD3NMY100435P 0LQD3NMY100436N_x000D_ 0LQD3NMY100437R 0LQD3NMY100438M_x000D_ 0LQD3NMY100439L 0LQD3NMY100440B_x000D_ 0LQD3NMY100441Y 0LQD3NMY100442D_x000D_ 0LQD3NMY100443E 0LQD3NMY100444H_x000D_ 0LQD3NMY100445W 0LQD3NMY100446T_x000D_ 0LQD3NMY100447Z 0LQD3NMY100448P_x000D_ 0LQD3NMY100449N_x000D_ 0LQD3NMY100450F_x000D_ 0LQD3NMY100451J_x000D_ 0LQD3NMY100452V_x000D_ 0LQD3NMY100453B_x000D_ 0LQD3NMY100454Y_x000D_ 0LQD3NMY100455D_x000D_ 0LQD3NMY100456E_x000D_ 0LQD3NMY100457H_x000D_ 0LQD3NMY100458W_x000D_ 0LQD3NMY100459T_x000D_ 0LQD3NMY100460K_x000D_ 0LQD3NMY100461A_x000D_ 0LQD3NMY100462X_x000D_ 0LQD3NMY100463F_x000D_ 0LQD3NMY100464J_x000D_ 0LQD3NMY100465V_x000D_ 0LQD3NMY100466B_x000D_ 0LQD3NMY100467Y_x000D_ 0LQD3NMY100468D_x000D_ 0LQD3NMY100469E_x000D_ 0LQD3NMY100470R_x000D_ 0LQD3NMY100471M_x000D_ 0LQD3NMY100472L_x000D_ 0LQD3NMY100473K_x000D_ 0LQD3NMY100474A_x000D_ 0LQD3NMY100475X_x000D_ 0LQD3NMY100476F_x000D_ 0LQD3NMY100477J_x000D_ 0LQD3NMY100478V_x000D_ 0LQD3NMY100479B_x000D_ 0LQD3NMY100480Z_x000D_ 0LQD3NMY100481P_x000D_ 0LQD3NMY100482N_x000D_ 0LQD3NMY100483R_x000D_ 0LQD3NMY100484M_x000D_ 0LQD3NMY100485L_x000D_ 0LQD3NMY100486K_x000D_ 0LQD3NMY100487A_x000D_ 0LQD3NMY100488X_x000D_ 0LQD3NMY100489F_x000D_ 0LQD3NMY100490H_x000D_ 0LQD3NMY100491W_x000D_ 0LQD3NMY100492T_x000D_ 0LQD3NMY100493Z,Samsung,Electronics
47,6110 ժիլետ,Gillette,Clothing
9619,Տակդիր Pampers N6/ 1հատ,Pampers,Household
2106,Նվեր ամանորյա ապաչի 290 գր,Apache,Other
6115,Գուլպա Alexsocks M-1907 Cooling սև 42-44,Alex,Clothing
8309,Կարտոֆիլային Չիպսեր APACHE 80g,Apache,Other
101,ԱՐՏ ԱՐՄԵՆԻԱ ԳԻՆԻ,Art Armenia,Beverages
3005,Алекс женские колготки Basic 40D Bronzo 3М,Unknown,Other
3306,Ատամի խոզանակներ մանկական Կոլգեյթ,Colgate,Clothing
1905,Թխվածքաբլիթ Ապաչի 95կգ,Apache,Food Products
6111,Սպորտ Տաբատ ARM բայկա 1-5,Unknown,Clothing
901,Սուրճ Ռոյալ Արմենիա Ռիտուալ 100գ,Royal,Beverages
56.1,Կոնյակ Ararat Cherry 50ml,Unknown,Other
2402,Արարատ սլիմս սպիտակ,Unknown,Other
1905,Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ,Grand Candy,Other
8212,Սարք սափրվելու Gillette Blue2 5հ,Gillette,Cosmetics
,Սիգարետ Արարատ 84/7 9,Unknown,Other
1704,Ապաչի Մարշմելոու Ամպիկ 60գր,Apache,Other
1704,ՅԱՄԻ ԳԱՄԻ ՌՈՇԵՆ ՍՈՈԻՐ ԲԵԼԹՍ 70ԳՐ,Roshen,Other
2001,Պահածո ախորժակ Ռոյալ 480գ,Royal,Food Products
3306,մածուկ ատամի colgate 100 ընտանեկան կպտ,Colgate,Other
9018,ԳԵՐՁԱՅՆԱՅԻՆ ՏԵՍԱԾՐՄԱՆ ՍԿԱՆԵՐԱՎՈՐՄԱՆ SAMSUNG HERA Z20 ԱՊԱՐԱՏՈՒՐԱԻ ԾՐԱԳԻՐ LIVE VIEWASSIST ՈՐԸ ԴԱՍԱԿԱՐԳՈՒՄ Է ՈՒԼՏՐԱՁԱՅՆԱՅԻՆ ՊԱՏԿԵՐՆԵՐԸ ԻՐԱԿԱՆ ԺԱՄԱՆԱԿՈՒՄ ԵՎ ՏՐԱՄԱԴՐՈՒՄ Է ԿԱՌՈՒՑՎԱԾՔՆԵՐԻ ԵՎ ՉԱՓՈՒՄՆԵՐԻ ՄԵԿՆԱԲԱՆՈՒԹՅՈՒՆՆԵՐԸ,Samsung,Electronics
6116,Ձեռնոց կանաչ-դեղին կրկնակի պոլիմերային պատմամբ հա,Unknown,Other
2203,Արարատ գարեջ 0 5լ,Unknown,Other
2204,Գինի Արտ Արմենիա կարմիր կիսաքախցր 0 75լ,Art Armenia,Beverages
6103,Սպտ S-L կիսաթև կլոր վիզ առ հետևը գրած alo շլվր տակ,Unknown,Other
2204,Գինի Armenia Սպիտակ չոր 0 75լ,Armenia,Beverages
1806,Կոնֆետ Տրուֆել կգ Գրանդ Քենդի,Grand Candy,Food Products
1806,Շոկ մածուկ MILKA 350գ,Milka,Other
1904,Ապաչի չիպս 50 գ,Apache,Other
4803,ԽՈՀԱՆՈՑԱՅԻՆ ԱՆՁԵՌՈՑԻԿՆԵՐ 240 ՀԱՏ ZARA HOME,Zara,Household
3305,Մազի ներկ Գարնիեր 3 23,Garnier,Cosmetics
6203,ՏՂԱՆԵՐԻ ՏԱԲԱՏՆԵՐ ՋԻՆՍԵ ԳՈՐԾՎԱԾՔԻՑ ZARA,Zara,Clothing
1905,Ապաչի ամանաորյա հավաքածու 270գ,Apache,Other
2106,Витамин С 500мг АСТЕРИА х100,Unknown,Other
1704,APACHE ՄԱՐՇՄԵԼՈ 60գ,Apache,Other
2001,Սպիտակ լոբի HOME LEND թ/տ 425գր,Unknown,Other
1704,Կոնֆետ Ռոշեն ՇՈԿՈԼԱՊԿԻ կգ,Roshen,Food Products
1806,Գրանդ Քենդի շոկոլադե կոնֆետների ընտրանի Կլասիկ 19,Grand Candy,Food Products
3401,անձեռոցիկ Silk Soft 100 հատ հատ,Silk Soft,Household
3402,SAVEX Liquid Premium Color 1 8L,Savax,Other
3402,լվացքի փափկեցնող հեղուկ Savex 800մլ,Savax,Household
3305,Մազի ներկ Garnier color sensation 901,Garnier,Cosmetics
6204,6612-774 6612-774 տաբատ Բաց կանաչ M,Unknown,Clothing
1602,Աթենք երշիկ որսորդական 250գ,Athenk,Food Products
2204,Գինի կարմիր չոր 0 75լ Արմենիա,Unknown,Beverages
901,Սուրճ Ռոյալ Արմենիա 3in1 20գ,Royal,Beverages
2005,Կեղեվահան լոլիկ սեփական հյութի մեջ Արտֆուդ 950գ,Artfood,Beverages
8450,ԼՎԱՑՔԻ ՄԵՔԵՆԱ ԱՎՏՈՄԱՏ՝ ԴԻՄԱՅԻՆ ԲԵՌՆՈՒՄՈՎ SAMSUNG WW80A GAS21TE LP 8ԿԳ ՏԱՐՈՂՈՒԹՅԱՄԲ,Samsung,Electronics
1806,Թխվածքաբլիթ շոկոլադե ապաչի 2 կգ,Apache,Food Products
8517,ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-S921BZYDCAU - 354516961005524 358332651005527_x000D_ 354516961005540 358332651005543_x000D_ 354516961005557 358332651005550_x000D_ 354516961037840 358332651037843_x000D_ 354516961037865 358332651037868_x000D_ 354516961252910 358332651252913_x000D_ 354516961252985 358332651252988_x000D_ 354516961253033 358332651253036_x000D_ 354516961253066 358332651253069_x000D_ 354516961253074 358332651253077_x000D_ 354516961253082 358332651253085_x000D_ 354516961253090 358332651253093_x000D_ 354516961253108 358332651253101_x000D_ 354516961253132 358332651253135_x000D_ 354516961253181 358332651253184_x000D_ 354516961253223 358332651253226_x000D_ 354516961253231 358332651253234_x000D_ 354516961253256 358332651253259_x000D_ 354516961253264 358332651253267_x000D_ 354516961253330 358332651253333_x000D_ 354516961253355 358332651253358_x000D_ 354516961253371 358332651253374_x000D_ 354516961253389 358332651253382_x000D_ 354516961253397 358332651253390_x000D_ 354516961253405 358332651253408_x000D_ 354516961253439 358332651253432_x000D_ 354516961253454 358332651253457_x000D_ 354516961253488 358332651253481_x000D_ 354516961253504 358332651253507_x000D_ 354516961253538 358332651253531_x000D_ 354516961253587 358332651253580_x000D_ 354516961253603 358332651253606_x000D_ 354516961253645 358332651253648_x000D_ 354516961253652 358332651253655_x000D_ 354516961253686 358332651253689,Samsung,Electronics
1601,Ա/Թ ԵՐՇԻԿ ԲԺՇԿԱԿԱՆ ԳԱՆՁԱՍԱՐ 300Գ,Ganjasar,Food Products
2208,Օղի Արմենիա Կլասսիկ 0 5լ,Unknown,Other
6404,ՍՊՈՐՏ 1HP DR KT84 KT85 BLACK FLOWER/38,Unknown,Clothing
6114,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ԲՈԴԻՆԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ 29 ՀԱՏ՝ ZARA,Zara,Clothing
801,Apachi Getnanush,Unknown,Other
6115,Մայկա Alex տղ կիսաթև M1003 սպ,Alex,Clothing
3401,Լվացքի փափկ միջոց SAVEX 800ml,Savax,Household
6204,ԱՂՋԻԿՆԵՐԻ ԿՈՄԲԻՆԻԶՈՆ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ ZARA,Zara,Other
3925,սեղմիչ խամուտ պլաստմասե 3 6 300 ս,Unknown,Other
1601,Երշ կրեմլյովսկի գանձասար 373/ 1601 կ,Ganjasar,Cosmetics
9619,c Պամպերս Քեմբեյբի N 6 - 48h,Pampers,Other
8546,Սկոչ ալյումինե 48մմ 15մ Royal ֆոլգա,Royal,Household
6115,զուգագուլպա Alex basic 20den 2bronz,Alex,Clothing
3004,prima pampers N1,Pampers,Other
405,Մարիաննա Բոնմարի Շոկմարի Միքս 0 5կգ,Marianna,Other
405,Կարագ Մարիաննա 500գր Գյուղական,Marianna,Food Products
2202,Սառը սուրճ Նեսկաֆե 240մլ Մոկա,Nescafe,Beverages
1905,Նախաճաշ Ապաչի 150գ տոպ,Apache,Other
2101,Լուծվող սուրճ Նեսկաֆե Կլասիկ զիփ 130գր,Nescafe,Beverages
1902,Պիլմենի գանձասար դասական հատ մեծ,Ganjasar,Other
6105,ՏՂԱՆԵՐԻ ՏՐԻԿՈՏԱԺԵ ՎԵՐՆԱՇԱՊԻԿՆԵՐ ՍԻՆԹԵՏԻԿ ԹԵԼԵՐԻՑ ZARA,Zara,Clothing
8205,Մուրճ ռետինե 500գ FINDER,Finder,Auto Parts
3304,ԴԵՄՔԻ ԴԻՄԱԿ ԳԱՐՆԻԵՐ ՍՆՈՒՑՈՂ 28գ,Garnier,Cosmetics
6402,ՍՊՈՐՏ HP D G 3008 BLUE/38,Unknown,Clothing
