ADG_CODE,GOOD_NAME,BRAND,CATEGORY,text_input
403,Յոգուրտ ըմպելի Մարիաննա 270 գ,Marianna,Food Products,Յոգուրտ ըմպելի Մարիաննա 270 գ [BRAND] Marianna [CAT] Food Products
1601,Նրբ Ծխեցրած-հավով Աթենք վակուում հտ,Athenk,Other,Նրբ Ծխեցրած-հավով Աթենք վակուում հտ [BRAND] Athenk [CAT] Other
1806,ԱՄԱՆՈՐՅԱ ՏՈՊՐԱԿ APACHE,Apache,Other,ԱՄԱՆՈՐՅԱ ՏՈՊՐԱԿ APACHE [BRAND] Apache [CAT] Other
6115,Զուգագուլպա Alex BTT1-BT2 -306,Alex,Clothing,Զուգագուլպա Alex BTT1-BT2 -306 [BRAND] Alex [CAT] Clothing
1806,Կոնֆ հավաքածու Ռոշեն Ասորտի կլասիկ 154գ,Roshen,Other,Կոնֆ հավաքածու Ռոշեն Ասորտի կլասիկ 154գ [BRAND] Roshen [CAT] Other
2202,Զովացուցիչ ըմպելիք Coca-Cola 1լ բալ,Coca-Cola,Beverages,Զովացուցիչ ըմպելիք Coca-Cola 1լ բալ [BRAND] Coca-Cola [CAT] Beverages
6402,114423-99 41 տղ սպորտ կոշիկ սև չափ 41,Unknown,Clothing,114423-99 41 տղ սպորտ կոշիկ սև չափ 41 [BRAND] Unknown [CAT] Clothing
6115,Գուլպա Ալեքս Տեքստիլ տղ M-5601,Alex,Clothing,Գուլպա Ալեքս Տեքստիլ տղ M-5601 [BRAND] Alex [CAT] Clothing
1905,Արջուկ Դարոյնք DENY,Daroink,Other,Արջուկ Դարոյնք DENY [BRAND] Daroink [CAT] Other
2009,Բնական Հյութ Արտֆուդ լոլիկի ա/տ 1լ,Artfood,Beverages,Բնական Հյութ Արտֆուդ լոլիկի ա/տ 1լ [BRAND] Artfood [CAT] Beverages
1601,Նրբերշիկ Գանձասար աղիքով 285գ,Ganjasar,Food Products,Նրբերշիկ Գանձասար աղիքով 285գ [BRAND] Ganjasar [CAT] Food Products
1905,դարոնիկ գիշեր,Unknown,Other,դարոնիկ գիշեր [BRAND] Unknown [CAT] Other
1806,ԿԻնդեռ դելիս,Unknown,Other,ԿԻնդեռ դելիս [BRAND] Unknown [CAT] Other
1601,Աթենք Կաթնային նրբերշիկ կգ,Athenk,Food Products,Աթենք Կաթնային նրբերշիկ կգ [BRAND] Athenk [CAT] Food Products
6115,Զուգագուլպա Alex classica 20den moka4,Alex,Clothing,Զուգագուլպա Alex classica 20den moka4 [BRAND] Alex [CAT] Clothing
1105,Կրեկեր Ապաչի մաքս պանիր 95գր,Apache,Food Products,Կրեկեր Ապաչի մաքս պանիր 95գր [BRAND] Apache [CAT] Food Products
1601,Աթենք ՊԱՊՐԻԿԱՆԱ խոզապուխտ,Athenk,Other,Աթենք ՊԱՊՐԻԿԱՆԱ խոզապուխտ [BRAND] Athenk [CAT] Other
403,Բիոյոգուրտ Բիֆիդո Մարիաննա 0 27 գ,Marianna,Food Products,Բիոյոգուրտ Բիֆիդո Մարիաննա 0 27 գ [BRAND] Marianna [CAT] Food Products
2204,ԳԻՆԻ ԱՐՏ ԱՐՄԵՆԻԱ սպիտակ կիսաքաղցր 0 75մլ,Art Armenia,Beverages,ԳԻՆԻ ԱՐՏ ԱՐՄԵՆԻԱ սպիտակ կիսաքաղցր 0 75մլ [BRAND] Art Armenia [CAT] Beverages
2204,Գինի Արմենիա կիսաքաղցր 0 75լ,Unknown,Beverages,Գինի Արմենիա կիսաքաղցր 0 75լ [BRAND] Unknown [CAT] Beverages
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65Q80CAUXRU 65 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 099R3K1X100005Y_x000D_ 099R3K1X100006D_x000D_ 099R3K1X100007E_x000D_ 099R3K1X100008H_x000D_ 099R3K1X100009W_x000D_ 099R3K1X100010L_x000D_ 099R3K1X100011K_x000D_ 099R3K1X100015J_x000D_ 099R3K1X100016V_x000D_ 099R3K1X100017B_x000D_ 099R3K1X100019D_x000D_ 099R3K1X100020N_x000D_ 099R3K1X100026X_x000D_ 099R3K1X100043T_x000D_ 099R3K1X100044Z_x000D_ 099R3K1X100045P_x000D_ 099R3K1X100047R_x000D_ 099R3K1X100048M_x000D_ 099R3K1X100049L_x000D_ 099R3K1X100050B,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65Q80CAUXRU 65 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 099R3K1X100005Y_x000D_ 099R3K1X100006D_x000D_ 099R3K1X100007E_x000D_ 099R3K1X100008H_x000D_ 099R3K1X100009W_x000D_ 099R3K1X100010L_x000D_ 099R3K1X100011K_x000D_ 099R3K1X100015J_x000D_ 099R3K1X100016V_x000D_ 099R3K1X100017B_x000D_ 099R3K1X100019D_x000D_ 099R3K1X100020N_x000D_ 099R3K1X100026X_x000D_ 099R3K1X100043T_x000D_ 099R3K1X100044Z_x000D_ 099R3K1X100045P_x000D_ 099R3K1X100047R_x000D_ 099R3K1X100048M_x000D_ 099R3K1X100049L_x000D_ 099R3K1X100050B [BRAND] Samsung [CAT] Electronics
7318,MERCEDES-BENZ Ա/Մ-Ի ՊՏՈՒՏԱԿՆԵՐ 2 ՀԱՏ N 000000 001457 64,Mercedes-Benz,Auto Parts,MERCEDES-BENZ Ա/Մ-Ի ՊՏՈՒՏԱԿՆԵՐ 2 ՀԱՏ N 000000 001457 64 [BRAND] Mercedes-Benz [CAT] Auto Parts
6104,8684145708087 Ժիլետ,Gillette,Clothing,8684145708087 Ժիլետ [BRAND] Gillette [CAT] Clothing
406,Պանիր Չանախ Մարիաննա աղաջրային հատ,Marianna,Food Products,Պանիր Չանախ Մարիաննա աղաջրային հատ [BRAND] Marianna [CAT] Food Products
2101,Նեսկաֆե Գոլդ/կլասսիկ 2գ,Nescafe,Beverages,Նեսկաֆե Գոլդ/կլասսիկ 2գ [BRAND] Nescafe [CAT] Beverages
2309,Royal Canin Renal with Chicken pouch Կեր 85գ,Royal,Other,Royal Canin Renal with Chicken pouch Կեր 85գ [BRAND] Royal [CAT] Other
8471,ԴՅՈՒՐԱԿԻՐ ՀԱՄԱԿԱՐԳԻՉ ՊԼԱՆՇԵՏ SAMSUNG SM-X716BZAECAU - 358277320895875 358922670895872_x000D_ 358277320895883 358922670895880_x000D_ 358277320895891 358922670895898_x000D_ 358277320895909 358922670895906_x000D_ 358277320895917 358922670895914_x000D_ 358277320895925 358922670895922_x000D_ 358277320895933 358922670895930_x000D_ 358277320895941 358922670895948_x000D_ 358277320895958 358922670895955_x000D_ 358277320895974 358922670895971_x000D_ 358277320895990 358922670895997_x000D_ 358277320896006 358922670896003_x000D_ 358277320896014 358922670896011_x000D_ 358277320896030 358922670896037_x000D_ 358277320896048 358922670896045_x000D_ 358277320896055 358922670896052_x000D_ 358277320896063 358922670896060_x000D_ 358277320896071 358922670896078_x000D_ 358277320896089 358922670896086_x000D_ 358277320896097 358922670896094_x000D_ 358277320896105 358922670896102_x000D_ 358277320896113 358922670896110_x000D_ 358277320896121 358922670896128_x000D_ 358277320896139 358922670896136_x000D_ 358277320896154 358922670896151_x000D_ 358277320896162 358922670896169_x000D_ 358277320896188 358922670896185_x000D_ 358277320896196 358922670896193_x000D_ 358277320896204 358922670896201_x000D_ 358277320896212 358922670896219_x000D_ 358277320896220 358922670896227_x000D_ 358277320896261 358922670896268_x000D_ 358277320896279 358922670896276_x000D_ 358277320896287 358922670896284_x000D_ 358277320896295 358922670896292,Samsung,Electronics,ԴՅՈՒՐԱԿԻՐ ՀԱՄԱԿԱՐԳԻՉ ՊԼԱՆՇԵՏ SAMSUNG SM-X716BZAECAU - 358277320895875 358922670895872_x000D_ 358277320895883 358922670895880_x000D_ 358277320895891 358922670895898_x000D_ 358277320895909 358922670895906_x000D_ 358277320895917 358922670895914_x000D_ 358277320895925 358922670895922_x000D_ 358277320895933 358922670895930_x000D_ 358277320895941 358922670895948_x000D_ 358277320895958 358922670895955_x000D_ 358277320895974 358922670895971_x000D_ 358277320895990 358922670895997_x000D_ 358277320896006 358922670896003_x000D_ 358277320896014 358922670896011_x000D_ 358277320896030 358922670896037_x000D_ 358277320896048 358922670896045_x000D_ 358277320896055 358922670896052_x000D_ 358277320896063 358922670896060_x000D_ 358277320896071 358922670896078_x000D_ 358277320896089 358922670896086_x000D_ 358277320896097 358922670896094_x000D_ 358277320896105 358922670896102_x000D_ 358277320896113 358922670896110_x000D_ 358277320896121 358922670896128_x000D_ 358277320896139 358922670896136_x000D_ 358277320896154 358922670896151_x000D_ 358277320896162 358922670896169_x000D_ 358277320896188 358922670896185_x000D_ 358277320896196 358922670896193_x000D_ 358277320896204 358922670896201_x000D_ 358277320896212 358922670896219_x000D_ 358277320896220 358922670896227_x000D_ 358277320896261 358922670896268_x000D_ 358277320896279 358922670896276_x000D_ 358277320896287 358922670896284_x000D_ 358277320896295 358922670896292 [BRAND] Samsung [CAT] Electronics
3402,Լվացքի փոշի Savex 5 4կգ 4600,Savax,Household,Լվացքի փոշի Savex 5 4կգ 4600 [BRAND] Savax [CAT] Household
2202,Գազ Ըմպելիք Coca Cola 0 33լ թ/տ,Coca-Cola,Beverages,Գազ Ըմպելիք Coca Cola 0 33լ թ/տ [BRAND] Coca-Cola [CAT] Beverages
1601,Վետչինա Արմենիա,Unknown,Other,Վետչինա Արմենիա [BRAND] Unknown [CAT] Other
1704,Կրուասան Դարոյնք 300գ,Daroink,Other,Կրուասան Դարոյնք 300գ [BRAND] Daroink [CAT] Other
2001,ԼՈԲԻ չիլի տոմատով ՌՈՅԱԼ 520գ,Royal,Other,ԼՈԲԻ չիլի տոմատով ՌՈՅԱԼ 520գ [BRAND] Royal [CAT] Other
3401,հեղուկ օճառ Roya 450g,Unknown,Cosmetics,հեղուկ օճառ Roya 450g [BRAND] Unknown [CAT] Cosmetics
1905,Դարոինկ Արջուկ Դենի 250գ,Unknown,Other,Դարոինկ Արջուկ Դենի 250գ [BRAND] Unknown [CAT] Other
2106,Միլկա Մմմակս,Milka,Other,Միլկա Մմմակս [BRAND] Milka [CAT] Other
401,Մարիաննա յոգուրտ բադիկ 115գ,Marianna,Food Products,Մարիաննա յոգուրտ բադիկ 115գ [BRAND] Marianna [CAT] Food Products
4420,ԴԵԿՈՐԱՏԻՎ ՓԱՅՏՅԱ ԶԱՐԴԱՏՈՒՓ 3 ՀԱՏ ZARA HOME,Zara,Other,ԴԵԿՈՐԱՏԻՎ ՓԱՅՏՅԱ ԶԱՐԴԱՏՈՒՓ 3 ՀԱՏ ZARA HOME [BRAND] Zara [CAT] Other
2101,Սուրճ Nescafe Dolce Gusto Nesquik,Nescafe,Beverages,Սուրճ Nescafe Dolce Gusto Nesquik [BRAND] Nescafe [CAT] Beverages
1905,Թխվ-բլիթ Ապաչի 47գ,Apache,Other,Թխվ-բլիթ Ապաչի 47գ [BRAND] Apache [CAT] Other
1601,Հավի Նրբերշիկ Գանձասար 230 գր,Ganjasar,Food Products,Հավի Նրբերշիկ Գանձասար 230 գր [BRAND] Ganjasar [CAT] Food Products
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE65CU7100UXRU 65 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0P653NGW900001R_x000D_ 0P653NGW900002B_x000D_ 0P653NGW900003N_x000D_ 0P653NGW900004V_x000D_ 0P653NGW900005P_x000D_ 0P653NGW900006J_x000D_ 0P653NGW900007Z_x000D_ 0P653NGW900008F_x000D_ 0P653NGW900010L_x000D_ 0P653NGW900011D_x000D_ 0P653NGW900012M_x000D_ 0P653NGW900016N_x000D_ 0P653NGW900228E_x000D_ 0P653NGW900229L_x000D_ 0P653NGW900231P_x000D_ 0P653NGW900233Z_x000D_ 0P653NGW900234F_x000D_ 0P653NGW900235T_x000D_ 0P653NGW900236X_x000D_ 0P653NGW900237W_x000D_ 0P653NGW900238A_x000D_ 0P653NGW900239H_x000D_ 0P653NGW900240R_x000D_ 0P653NGW900241B,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE65CU7100UXRU 65 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0P653NGW900001R_x000D_ 0P653NGW900002B_x000D_ 0P653NGW900003N_x000D_ 0P653NGW900004V_x000D_ 0P653NGW900005P_x000D_ 0P653NGW900006J_x000D_ 0P653NGW900007Z_x000D_ 0P653NGW900008F_x000D_ 0P653NGW900010L_x000D_ 0P653NGW900011D_x000D_ 0P653NGW900012M_x000D_ 0P653NGW900016N_x000D_ 0P653NGW900228E_x000D_ 0P653NGW900229L_x000D_ 0P653NGW900231P_x000D_ 0P653NGW900233Z_x000D_ 0P653NGW900234F_x000D_ 0P653NGW900235T_x000D_ 0P653NGW900236X_x000D_ 0P653NGW900237W_x000D_ 0P653NGW900238A_x000D_ 0P653NGW900239H_x000D_ 0P653NGW900240R_x000D_ 0P653NGW900241B [BRAND] Samsung [CAT] Electronics
1601,Երշիկ հումապխտած Կոնյակով մեծ Աթենք հատ,Athenk,Food Products,Երշիկ հումապխտած Կոնյակով մեծ Աթենք հատ [BRAND] Athenk [CAT] Food Products
3401,փոշի սավեքս,Savax,Household,փոշի սավեքս [BRAND] Savax [CAT] Household
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE32T5300AUXCE 32 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 0LQD3NMY100427K_x000D_ 0LQD3NMY100435P 0LQD3NMY100436N_x000D_ 0LQD3NMY100437R 0LQD3NMY100438M_x000D_ 0LQD3NMY100439L 0LQD3NMY100440B_x000D_ 0LQD3NMY100441Y 0LQD3NMY100442D_x000D_ 0LQD3NMY100443E 0LQD3NMY100444H_x000D_ 0LQD3NMY100445W 0LQD3NMY100446T_x000D_ 0LQD3NMY100447Z 0LQD3NMY100448P_x000D_ 0LQD3NMY100449N_x000D_ 0LQD3NMY100450F_x000D_ 0LQD3NMY100451J_x000D_ 0LQD3NMY100452V_x000D_ 0LQD3NMY100453B_x000D_ 0LQD3NMY100454Y_x000D_ 0LQD3NMY100455D_x000D_ 0LQD3NMY100456E_x000D_ 0LQD3NMY100457H_x000D_ 0LQD3NMY100458W_x000D_ 0LQD3NMY100459T_x000D_ 0LQD3NMY100460K_x000D_ 0LQD3NMY100461A_x000D_ 0LQD3NMY100462X_x000D_ 0LQD3NMY100463F_x000D_ 0LQD3NMY100464J_x000D_ 0LQD3NMY100465V_x000D_ 0LQD3NMY100466B_x000D_ 0LQD3NMY100467Y_x000D_ 0LQD3NMY100468D_x000D_ 0LQD3NMY100469E_x000D_ 0LQD3NMY100470R_x000D_ 0LQD3NMY100471M_x000D_ 0LQD3NMY100472L_x000D_ 0LQD3NMY100473K_x000D_ 0LQD3NMY100474A_x000D_ 0LQD3NMY100475X_x000D_ 0LQD3NMY100476F_x000D_ 0LQD3NMY100477J_x000D_ 0LQD3NMY100478V_x000D_ 0LQD3NMY100479B_x000D_ 0LQD3NMY100480Z_x000D_ 0LQD3NMY100481P_x000D_ 0LQD3NMY100482N_x000D_ 0LQD3NMY100483R_x000D_ 0LQD3NMY100484M_x000D_ 0LQD3NMY100485L_x000D_ 0LQD3NMY100486K_x000D_ 0LQD3NMY100487A_x000D_ 0LQD3NMY100488X_x000D_ 0LQD3NMY100489F_x000D_ 0LQD3NMY100490H_x000D_ 0LQD3NMY100491W_x000D_ 0LQD3NMY100492T_x000D_ 0LQD3NMY100493Z,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE32T5300AUXCE 32 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 0LQD3NMY100427K_x000D_ 0LQD3NMY100435P 0LQD3NMY100436N_x000D_ 0LQD3NMY100437R 0LQD3NMY100438M_x000D_ 0LQD3NMY100439L 0LQD3NMY100440B_x000D_ 0LQD3NMY100441Y 0LQD3NMY100442D_x000D_ 0LQD3NMY100443E 0LQD3NMY100444H_x000D_ 0LQD3NMY100445W 0LQD3NMY100446T_x000D_ 0LQD3NMY100447Z 0LQD3NMY100448P_x000D_ 0LQD3NMY100449N_x000D_ 0LQD3NMY100450F_x000D_ 0LQD3NMY100451J_x000D_ 0LQD3NMY100452V_x000D_ 0LQD3NMY100453B_x000D_ 0LQD3NMY100454Y_x000D_ 0LQD3NMY100455D_x000D_ 0LQD3NMY100456E_x000D_ 0LQD3NMY100457H_x000D_ 0LQD3NMY100458W_x000D_ 0LQD3NMY100459T_x000D_ 0LQD3NMY100460K_x000D_ 0LQD3NMY100461A_x000D_ 0LQD3NMY100462X_x000D_ 0LQD3NMY100463F_x000D_ 0LQD3NMY100464J_x000D_ 0LQD3NMY100465V_x000D_ 0LQD3NMY100466B_x000D_ 0LQD3NMY100467Y_x000D_ 0LQD3NMY100468D_x000D_ 0LQD3NMY100469E_x000D_ 0LQD3NMY100470R_x000D_ 0LQD3NMY100471M_x000D_ 0LQD3NMY100472L_x000D_ 0LQD3NMY100473K_x000D_ 0LQD3NMY100474A_x000D_ 0LQD3NMY100475X_x000D_ 0LQD3NMY100476F_x000D_ 0LQD3NMY100477J_x000D_ 0LQD3NMY100478V_x000D_ 0LQD3NMY100479B_x000D_ 0LQD3NMY100480Z_x000D_ 0LQD3NMY100481P_x000D_ 0LQD3NMY100482N_x000D_ 0LQD3NMY100483R_x000D_ 0LQD3NMY100484M_x000D_ 0LQD3NMY100485L_x000D_ 0LQD3NMY100486K_x000D_ 0LQD3NMY100487A_x000D_ 0LQD3NMY100488X_x000D_ 0LQD3NMY100489F_x000D_ 0LQD3NMY100490H_x000D_ 0LQD3NMY100491W_x000D_ 0LQD3NMY100492T_x000D_ 0LQD3NMY100493Z [BRAND] Samsung [CAT] Electronics
9619,Տակդիր Pampers N6/ 1հատ,Pampers,Household,Տակդիր Pampers N6/ 1հատ [BRAND] Pampers [CAT] Household
2106,Նվեր ամանորյա ապաչի 290 գր,Apache,Other,Նվեր ամանորյա ապաչի 290 գր [BRAND] Apache [CAT] Other
6115,Գուլպա Alexsocks M-1907 Cooling սև 42-44,Alex,Clothing,Գուլպա Alexsocks M-1907 Cooling սև 42-44 [BRAND] Alex [CAT] Clothing
101,ԱՐՏ ԱՐՄԵՆԻԱ ԳԻՆԻ,Art Armenia,Beverages,ԱՐՏ ԱՐՄԵՆԻԱ ԳԻՆԻ [BRAND] Art Armenia [CAT] Beverages
3005,Алекс женские колготки Basic 40D Bronzo 3М,Unknown,Other,Алекс женские колготки Basic 40D Bronzo 3М [BRAND] Unknown [CAT] Other
3306,Ատամի խոզանակներ մանկական Կոլգեյթ,Colgate,Clothing,Ատամի խոզանակներ մանկական Կոլգեյթ [BRAND] Colgate [CAT] Clothing
1905,Թխվածքաբլիթ Ապաչի 95կգ,Apache,Food Products,Թխվածքաբլիթ Ապաչի 95կգ [BRAND] Apache [CAT] Food Products
6111,Սպորտ Տաբատ ARM բայկա 1-5,Unknown,Clothing,Սպորտ Տաբատ ARM բայկա 1-5 [BRAND] Unknown [CAT] Clothing
901,Սուրճ Ռոյալ Արմենիա Ռիտուալ 100գ,Royal,Beverages,Սուրճ Ռոյալ Արմենիա Ռիտուալ 100գ [BRAND] Royal [CAT] Beverages
56,Կոնյակ Ararat Cherry 50ml,Unknown,Other,Կոնյակ Ararat Cherry 50ml [BRAND] Unknown [CAT] Other
2402,Արարատ սլիմս սպիտակ,Unknown,Other,Արարատ սլիմս սպիտակ [BRAND] Unknown [CAT] Other
1905,Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ,Grand Candy,Other,Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ [BRAND] Grand Candy [CAT] Other
8212,Սարք սափրվելու Gillette Blue2 5հ,Gillette,Cosmetics,Սարք սափրվելու Gillette Blue2 5հ [BRAND] Gillette [CAT] Cosmetics
1704,Ապաչի Մարշմելոու Ամպիկ 60գր,Apache,Other,Ապաչի Մարշմելոու Ամպիկ 60գր [BRAND] Apache [CAT] Other
1704,ՅԱՄԻ ԳԱՄԻ ՌՈՇԵՆ ՍՈՈԻՐ ԲԵԼԹՍ 70ԳՐ,Roshen,Other,ՅԱՄԻ ԳԱՄԻ ՌՈՇԵՆ ՍՈՈԻՐ ԲԵԼԹՍ 70ԳՐ [BRAND] Roshen [CAT] Other
2001,Պահածո ախորժակ Ռոյալ 480գ,Royal,Food Products,Պահածո ախորժակ Ռոյալ 480գ [BRAND] Royal [CAT] Food Products
3306,մածուկ ատամի colgate 100 ընտանեկան կպտ,Colgate,Other,մածուկ ատամի colgate 100 ընտանեկան կպտ [BRAND] Colgate [CAT] Other
6116,Ձեռնոց կանաչ-դեղին կրկնակի պոլիմերային պատմամբ հա,Unknown,Other,Ձեռնոց կանաչ-դեղին կրկնակի պոլիմերային պատմամբ հա [BRAND] Unknown [CAT] Other
2204,Գինի Արտ Արմենիա կարմիր կիսաքախցր 0 75լ,Art Armenia,Beverages,Գինի Արտ Արմենիա կարմիր կիսաքախցր 0 75լ [BRAND] Art Armenia [CAT] Beverages
6103,Սպտ S-L կիսաթև կլոր վիզ առ հետևը գրած alo շլվր տակ,Unknown,Other,Սպտ S-L կիսաթև կլոր վիզ առ հետևը գրած alo շլվր տակ [BRAND] Unknown [CAT] Other
2204,Գինի Armenia Սպիտակ չոր 0 75լ,Armenia,Beverages,Գինի Armenia Սպիտակ չոր 0 75լ [BRAND] Armenia [CAT] Beverages
1806,Կոնֆետ Տրուֆել կգ Գրանդ Քենդի,Grand Candy,Food Products,Կոնֆետ Տրուֆել կգ Գրանդ Քենդի [BRAND] Grand Candy [CAT] Food Products
1806,Շոկ մածուկ MILKA 350գ,Milka,Other,Շոկ մածուկ MILKA 350գ [BRAND] Milka [CAT] Other
1904,Ապաչի չիպս 50 գ,Apache,Other,Ապաչի չիպս 50 գ [BRAND] Apache [CAT] Other
4803,ԽՈՀԱՆՈՑԱՅԻՆ ԱՆՁԵՌՈՑԻԿՆԵՐ 240 ՀԱՏ ZARA HOME,Zara,Household,ԽՈՀԱՆՈՑԱՅԻՆ ԱՆՁԵՌՈՑԻԿՆԵՐ 240 ՀԱՏ ZARA HOME [BRAND] Zara [CAT] Household
3305,Մազի ներկ Գարնիեր 3 23,Garnier,Cosmetics,Մազի ներկ Գարնիեր 3 23 [BRAND] Garnier [CAT] Cosmetics
6203,ՏՂԱՆԵՐԻ ՏԱԲԱՏՆԵՐ ՋԻՆՍԵ ԳՈՐԾՎԱԾՔԻՑ ZARA,Zara,Clothing,ՏՂԱՆԵՐԻ ՏԱԲԱՏՆԵՐ ՋԻՆՍԵ ԳՈՐԾՎԱԾՔԻՑ ZARA [BRAND] Zara [CAT] Clothing
1905,Ապաչի ամանաորյա հավաքածու 270գ,Apache,Other,Ապաչի ամանաորյա հավաքածու 270գ [BRAND] Apache [CAT] Other
2106,Витамин С 500мг АСТЕРИА х100,Unknown,Other,Витамин С 500мг АСТЕРИА х100 [BRAND] Unknown [CAT] Other
1704,APACHE ՄԱՐՇՄԵԼՈ 60գ,Apache,Other,APACHE ՄԱՐՇՄԵԼՈ 60գ [BRAND] Apache [CAT] Other
2001,Սպիտակ լոբի HOME LEND թ/տ 425գր,Unknown,Other,Սպիտակ լոբի HOME LEND թ/տ 425գր [BRAND] Unknown [CAT] Other
1704,Կոնֆետ Ռոշեն ՇՈԿՈԼԱՊԿԻ կգ,Roshen,Food Products,Կոնֆետ Ռոշեն ՇՈԿՈԼԱՊԿԻ կգ [BRAND] Roshen [CAT] Food Products
1806,Գրանդ Քենդի շոկոլադե կոնֆետների ընտրանի Կլասիկ 19,Grand Candy,Food Products,Գրանդ Քենդի շոկոլադե կոնֆետների ընտրանի Կլասիկ 19 [BRAND] Grand Candy [CAT] Food Products
3401,անձեռոցիկ Silk Soft 100 հատ հատ,Silk Soft,Household,անձեռոցիկ Silk Soft 100 հատ հատ [BRAND] Silk Soft [CAT] Household
3402,SAVEX Liquid Premium Color 1 8L,Savax,Other,SAVEX Liquid Premium Color 1 8L [BRAND] Savax [CAT] Other
3402,լվացքի փափկեցնող հեղուկ Savex 800մլ,Savax,Household,լվացքի փափկեցնող հեղուկ Savex 800մլ [BRAND] Savax [CAT] Household
3305,Մազի ներկ Garnier color sensation 901,Garnier,Cosmetics,Մազի ներկ Garnier color sensation 901 [BRAND] Garnier [CAT] Cosmetics
6204,6612-774 6612-774 տաբատ Բաց կանաչ M,Unknown,Clothing,6612-774 6612-774 տաբատ Բաց կանաչ M [BRAND] Unknown [CAT] Clothing
1602,Աթենք երշիկ որսորդական 250գ,Athenk,Food Products,Աթենք երշիկ որսորդական 250գ [BRAND] Athenk [CAT] Food Products
2204,Գինի կարմիր չոր 0 75լ Արմենիա,Unknown,Beverages,Գինի կարմիր չոր 0 75լ Արմենիա [BRAND] Unknown [CAT] Beverages
901,Սուրճ Ռոյալ Արմենիա 3in1 20գ,Royal,Beverages,Սուրճ Ռոյալ Արմենիա 3in1 20գ [BRAND] Royal [CAT] Beverages
2005,Կեղեվահան լոլիկ սեփական հյութի մեջ Արտֆուդ 950գ,Artfood,Beverages,Կեղեվահան լոլիկ սեփական հյութի մեջ Արտֆուդ 950գ [BRAND] Artfood [CAT] Beverages
8450,ԼՎԱՑՔԻ ՄԵՔԵՆԱ ԱՎՏՈՄԱՏ՝ ԴԻՄԱՅԻՆ ԲԵՌՆՈՒՄՈՎ SAMSUNG WW80A GAS21TE LP 8ԿԳ ՏԱՐՈՂՈՒԹՅԱՄԲ,Samsung,Electronics,ԼՎԱՑՔԻ ՄԵՔԵՆԱ ԱՎՏՈՄԱՏ՝ ԴԻՄԱՅԻՆ ԲԵՌՆՈՒՄՈՎ SAMSUNG WW80A GAS21TE LP 8ԿԳ ՏԱՐՈՂՈՒԹՅԱՄԲ [BRAND] Samsung [CAT] Electronics
1806,Թխվածքաբլիթ շոկոլադե ապաչի 2 կգ,Apache,Food Products,Թխվածքաբլիթ շոկոլադե ապաչի 2 կգ [BRAND] Apache [CAT] Food Products
